"","block.number","block.type","trial.number","practice",".thisRepN",".thisTrialN",".thisN",".thisIndex","thisRow.t","notes","RT","clicked.reward","consecutive.distance","distance.to.top.10.","total","mean","Participant.Nummer","Leeftijd","Gender","schrijfhand","X","participant_number"
"1",1,"total",0,1,0,0,0,0,NA,NA,1.5740101999836,62,0.11,0.11,62,62,10,18,"vrouwelijk","rechts",NA,"10"
"2",1,"total",1,1,0,1,1,1,NA,NA,4.40747550001834,61,0.15556349186104,0.15556349186104,123,61,10,18,"vrouwelijk","rechts",NA,"10"
"3",1,"total",2,1,0,2,2,2,NA,NA,0.969861499965191,70,0.11,0,193,64,10,18,"vrouwelijk","rechts",NA,"10"
"4",1,"total",3,1,0,3,3,3,NA,NA,0.579390999977477,77,0.11,0,270,67,10,18,"vrouwelijk","rechts",NA,"10"
"5",1,"total",4,1,0,4,4,4,NA,NA,0.218234299914911,70,0.11,0.11,340,68,10,18,"vrouwelijk","rechts",NA,"10"
"6",1,"total",5,1,0,5,5,5,NA,NA,0.304304599994794,75,0.11,0.15556349186104,415,69,10,18,"vrouwelijk","rechts",NA,"10"
"7",1,"total",6,1,0,6,6,6,NA,NA,0.199218799942173,80,0.11,0,495,70,10,18,"vrouwelijk","rechts",NA,"10"
"8",1,"total",7,1,0,7,7,7,NA,NA,0.4329996999586,85,0.15556349186104,0,580,72,10,18,"vrouwelijk","rechts",NA,"10"
"9",1,"total",8,1,0,8,8,8,NA,NA,0.289873400004581,86,0.11,0,666,74,10,18,"vrouwelijk","rechts",NA,"10"
"10",1,"total",9,1,0,9,9,9,NA,NA,0.231717800023034,77,0.22,0.11,743,74,10,18,"vrouwelijk","rechts",NA,"10"
"11",1,"total",10,1,0,10,10,10,NA,NA,0.242277499986812,81,0.33,0.11,824,74,10,18,"vrouwelijk","rechts",NA,"10"
"12",1,"total",11,1,0,11,11,11,NA,NA,0.186546999961138,78,0.11,0.15556349186104,902,75,10,18,"vrouwelijk","rechts",NA,"10"
"13",1,"total",12,1,0,12,12,12,NA,NA,1.10474209999666,71,0.15556349186104,0.22,973,74,10,18,"vrouwelijk","rechts",NA,"10"
"14",1,"total",13,1,0,13,13,13,NA,NA,0.393835700000636,89,0.245967477524977,0,1062,75,10,18,"vrouwelijk","rechts",NA,"10"
"15",1,"total",14,1,0,14,14,14,NA,NA,0.745635699946433,90,0.11,0,1152,76,10,18,"vrouwelijk","rechts",NA,"10"
"16",1,"total",15,1,0,15,15,15,NA,NA,0.560659399954602,83,0.11,0.11,1235,77,10,18,"vrouwelijk","rechts",NA,"10"
"17",1,"total",16,1,0,16,16,16,NA,NA,1.30181229999289,90,0.15556349186104,0,1325,77,10,18,"vrouwelijk","rechts",NA,"10"
"18",1,"total",17,1,0,17,17,17,NA,NA,0.550970099982806,87,0.11,0.11,1412,78,10,18,"vrouwelijk","rechts",NA,"10"
"19",1,"total",18,1,0,18,18,18,NA,NA,0.858576100086793,78,0.11,0.22,1490,78,10,18,"vrouwelijk","rechts",NA,"10"
"20",1,"total",19,1,0,19,19,19,NA,NA,1.11107009998523,85,0.33,0.11,1575,78,10,18,"vrouwelijk","rechts",NA,"10"
"21",2,"mean",0,0,0,20,20,20,NA,NA,2.39890949998517,65,0.22,0.22,65,65,10,18,"vrouwelijk","rechts",NA,"10"
"22",2,"mean",1,0,0,21,21,21,NA,NA,1.35514280002099,68,0.11,0,133,66,10,18,"vrouwelijk","rechts",NA,"10"
"23",2,"mean",2,0,0,22,22,22,NA,NA,0.633694399963133,69,0.11,0,202,67,10,18,"vrouwelijk","rechts",NA,"10"
"24",2,"mean",3,0,0,23,23,23,NA,NA,0.590601300005801,68,0.11,0.11,270,67,10,18,"vrouwelijk","rechts",NA,"10"
"25",2,"mean",4,0,0,24,24,24,NA,NA,0.888607600005344,66,0.15556349186104,0.11,336,67,10,18,"vrouwelijk","rechts",NA,"10"
"26",2,"mean",5,0,0,25,25,25,NA,NA,0.859381999936886,68,0.33,0.22,404,67,10,18,"vrouwelijk","rechts",NA,"10"
"27",2,"mean",6,0,0,26,26,26,NA,NA,0.364392500021495,69,0.11,0.11,473,67,10,18,"vrouwelijk","rechts",NA,"10"
"28",2,"mean",7,0,0,27,27,27,NA,NA,0.979690799955279,70,0.15556349186104,0,543,67,10,18,"vrouwelijk","rechts",NA,"10"
"29",2,"mean",8,0,0,28,28,28,NA,NA,0.516269500018097,71,0.11,0,614,68,10,18,"vrouwelijk","rechts",NA,"10"
"30",2,"mean",9,0,0,29,29,29,NA,NA,0.654030699981377,75,0.15556349186104,0,689,68,10,18,"vrouwelijk","rechts",NA,"10"
"31",2,"mean",10,0,0,30,30,30,NA,NA,0.647211599978618,74,0.11,0,763,69,10,18,"vrouwelijk","rechts",NA,"10"
"32",2,"mean",11,0,0,31,31,31,NA,NA,0.570424099918455,75,0.15556349186104,0,838,69,10,18,"vrouwelijk","rechts",NA,"10"
"33",2,"mean",12,0,0,32,32,32,NA,NA,0.85712970001623,73,0.11,0.11,911,70,10,18,"vrouwelijk","rechts",NA,"10"
"34",2,"mean",13,0,0,33,33,33,NA,NA,0.942742299987003,72,0.15556349186104,0.11,983,70,10,18,"vrouwelijk","rechts",NA,"10"
"35",2,"mean",14,0,0,34,34,34,NA,NA,0.678534299950115,79,0.245967477524977,0,1062,70,10,18,"vrouwelijk","rechts",NA,"10"
"36",2,"mean",15,0,0,35,35,35,NA,NA,0.541539700003341,70,0.245967477524977,0.15556349186104,1132,70,10,18,"vrouwelijk","rechts",NA,"10"
"37",2,"mean",16,0,0,36,36,36,NA,NA,0.60987559997011,80,0.22,0,1212,71,10,18,"vrouwelijk","rechts",NA,"10"
"38",2,"mean",17,0,0,37,37,37,NA,NA,0.581302599981427,75,0.11,0.11,1287,71,10,18,"vrouwelijk","rechts",NA,"10"
"39",2,"mean",18,0,0,38,38,38,NA,NA,0.846757799969055,79,0.15556349186104,0.11,1366,71,10,18,"vrouwelijk","rechts",NA,"10"
"40",2,"mean",19,0,0,39,39,39,NA,NA,0.803741100011393,72,0.311126983722081,0.22,1438,71,10,18,"vrouwelijk","rechts",NA,"10"
"41",3,"total",0,0,0,40,40,40,NA,NA,3.14360750000924,58,0.15556349186104,0.15556349186104,58,58,10,18,"vrouwelijk","rechts",NA,"10"
"42",3,"total",1,0,0,41,41,41,NA,NA,2.16027239989489,61,0.15556349186104,0,119,59,10,18,"vrouwelijk","rechts",NA,"10"
"43",3,"total",2,0,0,42,42,42,NA,NA,0.832458500051871,58,0.15556349186104,0.15556349186104,177,59,10,18,"vrouwelijk","rechts",NA,"10"
"44",3,"total",3,0,0,43,43,43,NA,NA,0.812211300013587,59,0.11,0.11,236,59,10,18,"vrouwelijk","rechts",NA,"10"
"45",3,"total",4,0,0,44,44,44,NA,NA,0.939554999931715,67,0.245967477524977,0,303,60,10,18,"vrouwelijk","rechts",NA,"10"
"46",3,"total",5,0,0,45,45,45,NA,NA,0.995934000005946,71,0.11,0,374,62,10,18,"vrouwelijk","rechts",NA,"10"
"47",3,"total",6,0,0,46,46,46,NA,NA,0.663878099992871,73,0.11,0,447,63,10,18,"vrouwelijk","rechts",NA,"10"
"48",3,"total",7,0,0,47,47,47,NA,NA,0.7178309999872,70,0.11,0.11,517,64,10,18,"vrouwelijk","rechts",NA,"10"
"49",3,"total",8,0,0,48,48,48,NA,NA,0.54843450000044,67,0.15556349186104,0.11,584,64,10,18,"vrouwelijk","rechts",NA,"10"
"50",3,"total",9,0,0,49,49,49,NA,NA,0.789307400002144,63,0.15556349186104,0.22,647,64,10,18,"vrouwelijk","rechts",NA,"10"
"51",3,"total",10,0,0,50,50,50,NA,NA,1.03511320007965,63,0.15556349186104,0.15556349186104,710,64,10,18,"vrouwelijk","rechts",NA,"10"
"52",3,"total",11,0,0,51,51,51,NA,NA,0.512948299990967,65,0.11,0.11,775,64,10,18,"vrouwelijk","rechts",NA,"10"
"53",3,"total",12,0,0,52,52,52,NA,NA,0.186555199907161,61,0.311126983722081,0.22,836,64,10,18,"vrouwelijk","rechts",NA,"10"
"54",3,"total",13,0,0,53,53,53,NA,NA,2.69886669993866,23,0.859127464349732,1.03773792452623,859,61,10,18,"vrouwelijk","rechts",NA,"10"
"55",3,"total",14,0,0,54,54,54,NA,NA,1.12199410004541,46,0.622253967444162,0.453541618817943,905,60,10,18,"vrouwelijk","rechts",NA,"10"
"56",3,"total",15,0,0,55,55,55,NA,NA,1.18981150002219,63,0.453541618817943,0.22,968,60,10,18,"vrouwelijk","rechts",NA,"10"
"57",3,"total",16,0,0,56,56,56,NA,NA,0.0411379999713972,55,0.11,0.245967477524977,1023,60,10,18,"vrouwelijk","rechts",NA,"10"
"58",3,"total",17,0,0,57,57,57,NA,NA,1.20167590002529,57,0.641404708432983,0.491934955049954,1080,60,10,18,"vrouwelijk","rechts",NA,"10"
"59",3,"total",18,0,0,58,58,58,NA,NA,1.02254349994473,54,0.245967477524977,0.396610640301039,1134,59,10,18,"vrouwelijk","rechts",NA,"10"
"60",3,"total",19,0,0,59,59,59,NA,NA,4.13772240001708,52,0.669103878332804,0.907083237635885,1186,59,10,18,"vrouwelijk","rechts",NA,"10"
"61",4,"mean",0,0,0,60,60,60,NA,NA,2.40183329989668,69,0.15556349186104,0.15556349186104,69,69,10,18,"vrouwelijk","rechts",NA,"10"
"62",4,"mean",1,0,0,61,61,61,NA,NA,0.922135400003754,68,0.15556349186104,0.15556349186104,137,68,10,18,"vrouwelijk","rechts",NA,"10"
"63",4,"mean",2,0,0,62,62,62,NA,NA,0.891229999950156,70,0.11,0,207,69,10,18,"vrouwelijk","rechts",NA,"10"
"64",4,"mean",3,0,0,63,63,63,NA,NA,0.896684400038794,71,0.11,0,278,69,10,18,"vrouwelijk","rechts",NA,"10"
"65",4,"mean",4,0,0,64,64,64,NA,NA,0.602181700058281,74,0.11,0,352,70,10,18,"vrouwelijk","rechts",NA,"10"
"66",4,"mean",5,0,0,65,65,65,NA,NA,0.644688500091434,77,0.11,0,429,71,10,18,"vrouwelijk","rechts",NA,"10"
"67",4,"mean",6,0,0,66,66,66,NA,NA,0.884675299981609,75,0.11,0.11,504,72,10,18,"vrouwelijk","rechts",NA,"10"
"68",4,"mean",7,0,0,67,67,67,NA,NA,0.938919999985956,79,0.22,0,583,72,10,18,"vrouwelijk","rechts",NA,"10"
"69",4,"mean",8,0,0,68,68,68,NA,NA,0.633251999970526,80,0.11,0,663,73,10,18,"vrouwelijk","rechts",NA,"10"
"70",4,"mean",9,0,0,69,69,69,NA,NA,0.597028299933299,79,0.11,0.11,742,74,10,18,"vrouwelijk","rechts",NA,"10"
"71",4,"mean",10,0,0,70,70,70,NA,NA,0.810326699982397,75,0.15556349186104,0.11,817,74,10,18,"vrouwelijk","rechts",NA,"10"
"72",4,"mean",11,0,0,71,71,71,NA,NA,0.605989099945873,75,0.11,0.11,892,74,10,18,"vrouwelijk","rechts",NA,"10"
"73",4,"mean",12,0,0,72,72,72,NA,NA,0.513523899950087,72,0.22,0.15556349186104,964,74,10,18,"vrouwelijk","rechts",NA,"10"
"74",4,"mean",13,0,0,73,73,73,NA,NA,0.449933999916539,72,0.245967477524977,0.22,1036,74,10,18,"vrouwelijk","rechts",NA,"10"
"75",4,"mean",14,0,0,74,74,74,NA,NA,0.189004800049588,70,0.11,0.22,1106,73,10,18,"vrouwelijk","rechts",NA,"10"
"76",4,"mean",15,0,0,75,75,75,NA,NA,0.238767199916765,65,0.11,0.245967477524977,1171,73,10,18,"vrouwelijk","rechts",NA,"10"
"77",4,"mean",16,0,0,76,76,76,NA,NA,0.161733500077389,77,0.245967477524977,0.22,1248,73,10,18,"vrouwelijk","rechts",NA,"10"
"78",4,"mean",17,0,0,77,77,77,NA,NA,0.781762399943545,66,0.11,0.245967477524977,1314,73,10,18,"vrouwelijk","rechts",NA,"10"
"79",4,"mean",18,0,0,78,78,78,NA,NA,1.11385179997887,72,0.55,0.245967477524977,1386,72,10,18,"vrouwelijk","rechts",NA,"10"
"80",4,"mean",19,0,0,79,79,79,NA,NA,0.240895900060423,69,0.11,0.311126983722081,1455,72,10,18,"vrouwelijk","rechts",NA,"10"
"81",5,"total",0,0,0,80,80,80,NA,NA,3.43781839997973,51,0.15556349186104,0.15556349186104,51,51,10,18,"vrouwelijk","rechts",NA,"10"
"82",5,"total",1,0,0,81,81,81,NA,NA,2.16200339992065,31,0.466690475583121,0.622253967444162,82,41,10,18,"vrouwelijk","rechts",NA,"10"
"83",5,"total",2,0,0,82,82,82,NA,NA,1.730653500068,12,0.777817459305202,1.40007142674936,94,31,10,18,"vrouwelijk","rechts",NA,"10"
"84",5,"total",3,0,0,83,83,83,NA,NA,1.21496080001816,8,1.1,0.996092365195116,102,25,10,18,"vrouwelijk","rechts",NA,"10"
"85",5,"total",4,0,0,84,84,84,NA,NA,1.0749599999981,49,1.5556349186104,0.996092365195116,151,30,10,18,"vrouwelijk","rechts",NA,"10"
"86",5,"total",5,0,0,85,85,85,NA,NA,0.898482899996452,56,0.311126983722081,0,207,34,10,18,"vrouwelijk","rechts",NA,"10"
"87",5,"total",6,0,0,86,86,86,NA,NA,1.28593949996866,50,0.245967477524977,0.245967477524977,257,36,10,18,"vrouwelijk","rechts",NA,"10"
"88",5,"total",7,0,0,87,87,87,NA,NA,0.784740899922326,48,0.11,0.15556349186104,305,38,10,18,"vrouwelijk","rechts",NA,"10"
"89",5,"total",8,0,0,88,88,88,NA,NA,0.42756380001083,35,0.15556349186104,0.22,340,37,10,18,"vrouwelijk","rechts",NA,"10"
"90",5,"total",9,0,0,89,89,89,NA,NA,0.382951500010677,34,0.11,0.245967477524977,374,37,10,18,"vrouwelijk","rechts",NA,"10"
"91",5,"total",10,0,0,90,90,90,NA,NA,0.236191299976781,44,0.11,0.15556349186104,418,38,10,18,"vrouwelijk","rechts",NA,"10"
"92",5,"total",11,0,0,91,91,91,NA,NA,0.0713959001004696,68,0.311126983722081,0,486,40,10,18,"vrouwelijk","rechts",NA,"10"
"93",5,"total",12,0,0,92,92,92,NA,NA,0.592477399972267,76,0.15556349186104,0,562,43,10,18,"vrouwelijk","rechts",NA,"10"
"94",5,"total",13,0,0,93,93,93,NA,NA,0.451851599966176,73,0.11,0,635,45,10,18,"vrouwelijk","rechts",NA,"10"
"95",5,"total",14,0,0,94,94,94,NA,NA,0.420530700008385,67,0.11,0.11,702,46,10,18,"vrouwelijk","rechts",NA,"10"
"96",5,"total",15,0,0,95,95,95,NA,NA,0.713868699967861,76,0.33,0,778,48,10,18,"vrouwelijk","rechts",NA,"10"
"97",5,"total",16,0,0,96,96,96,NA,NA,1.16328680003062,74,0.11,0.11,852,50,10,18,"vrouwelijk","rechts",NA,"10"
"98",5,"total",17,0,0,97,97,97,NA,NA,0.428739399998449,70,0.15556349186104,0.11,922,51,10,18,"vrouwelijk","rechts",NA,"10"
"99",5,"total",18,0,0,98,98,98,NA,NA,0.00908240000717342,70,0,0.11,992,52,10,18,"vrouwelijk","rechts",NA,"10"
"100",5,"total",19,0,0,99,99,99,NA,NA,0.932361399987712,70,0.11,0.11,1062,53,10,18,"vrouwelijk","rechts",NA,"10"
"101",6,"mean",0,0,0,100,100,100,NA,NA,1.51340799999889,60,0.245967477524977,0.245967477524977,60,60,10,18,"vrouwelijk","rechts",NA,"10"
"102",6,"mean",1,0,0,101,101,101,NA,NA,0.98624200001359,69,0.15556349186104,0,129,64,10,18,"vrouwelijk","rechts",NA,"10"
"103",6,"mean",2,0,0,102,102,102,NA,NA,0.650976500008255,74,0.15556349186104,0,203,67,10,18,"vrouwelijk","rechts",NA,"10"
"104",6,"mean",3,0,0,103,103,103,NA,NA,0.930768099962734,74,0.155563491861041,0.155563491861041,277,69,10,18,"vrouwelijk","rechts",NA,"10"
"105",6,"mean",4,0,0,104,104,104,NA,NA,1.5467357999878,72,0.11,0.11,349,69,10,18,"vrouwelijk","rechts",NA,"10"
"106",6,"mean",5,0,0,105,105,105,NA,NA,0.693095099995844,74,0.22,0.245967477524977,423,70,10,18,"vrouwelijk","rechts",NA,"10"
"107",6,"mean",6,0,0,106,106,106,NA,NA,1.07283699989785,72,0.11,0.347850542618522,495,70,10,18,"vrouwelijk","rechts",NA,"10"
"108",6,"mean",7,0,0,107,107,107,NA,NA,0.574746800004505,69,0.44,0.15556349186104,564,70,10,18,"vrouwelijk","rechts",NA,"10"
"109",6,"mean",8,0,0,108,108,108,NA,NA,0.474451899994165,70,0.11,0.11,634,70,10,18,"vrouwelijk","rechts",NA,"10"
"110",6,"mean",9,0,0,109,109,109,NA,NA,0.520300299976952,76,0.245967477524977,0,710,71,10,18,"vrouwelijk","rechts",NA,"10"
"111",6,"mean",10,0,0,110,110,110,NA,NA,1.35461349994875,74,0.15556349186104,0.15556349186104,784,71,10,18,"vrouwelijk","rechts",NA,"10"
"112",6,"mean",11,0,0,111,111,111,NA,NA,0.541515400051139,74,0.11,0.11,858,71,10,18,"vrouwelijk","rechts",NA,"10"
"113",6,"mean",12,0,0,112,112,112,NA,NA,0.463134300080128,76,0.15556349186104,0,934,71,10,18,"vrouwelijk","rechts",NA,"10"
"114",6,"mean",13,0,0,113,113,113,NA,NA,0.196964899892919,76,0.15556349186104,0.11,1010,72,10,18,"vrouwelijk","rechts",NA,"10"
"115",6,"mean",14,0,0,114,114,114,NA,NA,0.164858499891125,74,0.15556349186104,0.11,1084,72,10,18,"vrouwelijk","rechts",NA,"10"
"116",6,"mean",15,0,0,115,115,115,NA,NA,0.235688299988396,71,0.11,0.15556349186104,1155,72,10,18,"vrouwelijk","rechts",NA,"10"
"117",6,"mean",16,0,0,116,116,116,NA,NA,0.468562999973074,76,0.311126983722081,0.11,1231,72,10,18,"vrouwelijk","rechts",NA,"10"
"118",6,"mean",17,0,0,117,117,117,NA,NA,0.262218800024129,72,0.15556349186104,0.11,1303,72,10,18,"vrouwelijk","rechts",NA,"10"
"119",6,"mean",18,0,0,118,118,118,NA,NA,0.292179599986412,70,0.11,0.15556349186104,1373,72,10,18,"vrouwelijk","rechts",NA,"10"
"120",6,"mean",19,0,0,119,119,119,NA,NA,0.480131499934942,70,0.15556349186104,0.22,1443,72,10,18,"vrouwelijk","rechts",NA,"10"
"121",7,"total",0,0,0,120,120,120,NA,NA,1.19772920000833,30,0.15556349186104,0.15556349186104,30,30,10,18,"vrouwelijk","rechts",NA,"10"
"122",7,"total",1,0,0,121,121,121,NA,NA,0.62294229993131,52,0.311126983722081,0,82,41,10,18,"vrouwelijk","rechts",NA,"10"
"123",7,"total",2,0,0,122,122,122,NA,NA,0.869292299961671,59,0.155563491861041,0,141,47,10,18,"vrouwelijk","rechts",NA,"10"
"124",7,"total",3,0,0,123,123,123,NA,NA,0.616465699975379,55,0.11,0.11,196,49,10,18,"vrouwelijk","rechts",NA,"10"
"125",7,"total",4,0,0,124,124,124,NA,NA,0.942351399920881,60,0.22,0,256,51,10,18,"vrouwelijk","rechts",NA,"10"
"126",7,"total",5,0,0,125,125,125,NA,NA,0.479307999950834,61,0.11,0,317,52,10,18,"vrouwelijk","rechts",NA,"10"
"127",7,"total",6,0,0,126,126,126,NA,NA,1.07858870003838,69,0.22,0,386,55,10,18,"vrouwelijk","rechts",NA,"10"
"128",7,"total",7,0,0,127,127,127,NA,NA,0.480214900104329,64,0.11,0.11,450,56,10,18,"vrouwelijk","rechts",NA,"10"
"129",7,"total",8,0,0,128,128,128,NA,NA,0.280529599986039,87,0.33,0,537,59,10,18,"vrouwelijk","rechts",NA,"10"
"130",7,"total",9,0,0,129,129,129,NA,NA,0.627541800029576,68,0.155563491861041,0.15556349186104,605,60,10,18,"vrouwelijk","rechts",NA,"10"
"131",7,"total",10,0,0,130,130,130,NA,NA,0.35903990000952,79,0.11,0,684,62,10,18,"vrouwelijk","rechts",NA,"10"
"132",7,"total",11,0,0,131,131,131,NA,NA,0.191379499970935,78,0.155563491861041,0.11,762,63,10,18,"vrouwelijk","rechts",NA,"10"
"133",7,"total",12,0,0,132,132,132,NA,NA,0.152079100022092,58,0.15556349186104,0.22,820,63,10,18,"vrouwelijk","rechts",NA,"10"
"134",7,"total",13,0,0,133,133,133,NA,NA,0.0596681999741122,67,0.245967477524977,0.11,887,63,10,18,"vrouwelijk","rechts",NA,"10"
"135",7,"total",14,0,0,134,134,134,NA,NA,0.00918339996133,55,0.11,0.15556349186104,942,62,10,18,"vrouwelijk","rechts",NA,"10"
"136",7,"total",15,0,0,135,135,135,NA,NA,0.131725099985488,53,0.245967477524977,0.33,995,62,10,18,"vrouwelijk","rechts",NA,"10"
"137",7,"total",16,0,0,136,136,136,NA,NA,0.31001869996544,52,0.396610640301039,0.22,1047,61,10,18,"vrouwelijk","rechts",NA,"10"
"138",7,"total",17,0,0,137,137,137,NA,NA,1.24255560000893,51,0.491934955049954,0.44,1098,61,10,18,"vrouwelijk","rechts",NA,"10"
"139",7,"total",18,0,0,138,138,138,NA,NA,0.217164100031368,46,0.245967477524977,0.245967477524977,1144,60,10,18,"vrouwelijk","rechts",NA,"10"
"140",7,"total",19,0,0,139,139,139,NA,NA,0.0627232999540865,41,0.11,0.311126983722081,1185,59,10,18,"vrouwelijk","rechts",NA,"10"
"141",8,"mean",0,0,0,140,140,140,NA,NA,1.3216420999961,57,0.15556349186104,0.15556349186104,57,57,10,18,"vrouwelijk","rechts",NA,"10"
"142",8,"mean",1,0,0,141,141,141,NA,NA,0.737577899941243,65,0.245967477524977,0,122,61,10,18,"vrouwelijk","rechts",NA,"10"
"143",8,"mean",2,0,0,142,142,142,NA,NA,0.50696779997088,69,0.15556349186104,0,191,63,10,18,"vrouwelijk","rechts",NA,"10"
"144",8,"mean",3,0,0,143,143,143,NA,NA,0.394145700032823,68,0.11,0.11,259,64,10,18,"vrouwelijk","rechts",NA,"10"
"145",8,"mean",4,0,0,144,144,144,NA,NA,0.133445900049992,71,0.15556349186104,0,330,66,10,18,"vrouwelijk","rechts",NA,"10"
"146",8,"mean",5,0,0,145,145,145,NA,NA,0.485860500019044,70,0.11,0.11,400,66,10,18,"vrouwelijk","rechts",NA,"10"
"147",8,"mean",6,0,0,146,146,146,NA,NA,0.256416999967769,69,0.11,0.15556349186104,469,67,10,18,"vrouwelijk","rechts",NA,"10"
"148",8,"mean",7,0,0,147,147,147,NA,NA,0.00135279993992299,69,0.11,0.11,538,67,10,18,"vrouwelijk","rechts",NA,"10"
"149",8,"mean",8,0,0,148,148,148,NA,NA,0.446132100070827,64,0.245967477524977,0.22,602,66,10,18,"vrouwelijk","rechts",NA,"10"
"150",8,"mean",9,0,0,149,149,149,NA,NA,0.473498200066388,67,0.396610640301039,0.22,669,66,10,18,"vrouwelijk","rechts",NA,"10"
"151",8,"mean",10,0,0,150,150,150,NA,NA,0.120323100010864,66,0.11,0.22,735,66,10,18,"vrouwelijk","rechts",NA,"10"
"152",8,"mean",11,0,0,151,151,151,NA,NA,0.00234930007718503,64,0.11,0.245967477524977,799,66,10,18,"vrouwelijk","rechts",NA,"10"
"153",8,"mean",12,0,0,152,152,152,NA,NA,0.322574099991471,60,0.22,0.396610640301039,859,66,10,18,"vrouwelijk","rechts",NA,"10"
"154",8,"mean",13,0,0,153,153,153,NA,NA,0.295255899894983,62,0.11,0.311126983722081,921,65,10,18,"vrouwelijk","rechts",NA,"10"
"155",8,"mean",14,0,0,154,154,154,NA,NA,0.000624899985268712,58,0.245967477524977,0.33,979,65,10,18,"vrouwelijk","rechts",NA,"10"
"156",8,"mean",15,0,0,155,155,155,NA,NA,0.472160400007851,54,0.33,0.466690475583121,1033,64,10,18,"vrouwelijk","rechts",NA,"10"
"157",8,"mean",16,0,0,156,156,156,NA,NA,0.481780500034802,55,0.11,0.396610640301039,1088,64,10,18,"vrouwelijk","rechts",NA,"10"
"158",8,"mean",17,0,0,157,157,157,NA,NA,0.195540399989113,59,0.22,0.33,1147,63,10,18,"vrouwelijk","rechts",NA,"10"
"159",8,"mean",18,0,0,158,158,158,NA,NA,0.171151200076565,67,0.15556349186104,0.22,1214,63,10,18,"vrouwelijk","rechts",NA,"10"
"160",8,"mean",19,0,0,159,159,159,NA,NA,0.138727199984714,61,0.11,0.33,1275,63,10,18,"vrouwelijk","rechts",NA,"10"
"161",9,"total",0,0,0,160,160,160,NA,NA,1.91621419996955,78,0.859127464349732,0.859127464349732,78,78,10,18,"vrouwelijk","rechts",NA,"10"
"162",9,"total",1,0,0,161,161,161,NA,NA,0.695728600025177,60,0.11,0.11,138,69,10,18,"vrouwelijk","rechts",NA,"10"
"163",9,"total",2,0,0,162,162,162,NA,NA,0.131440899916925,82,0.15556349186104,0,220,73,10,18,"vrouwelijk","rechts",NA,"10"
"164",9,"total",3,0,0,163,163,163,NA,NA,0.0393305000616238,59,0.11,0.11,279,69,10,18,"vrouwelijk","rechts",NA,"10"
"165",9,"total",4,0,0,164,164,164,NA,NA,0.170524299959652,48,0.15556349186104,0.245967477524977,327,65,10,18,"vrouwelijk","rechts",NA,"10"
"166",9,"total",5,0,0,165,165,165,NA,NA,0.79684249998536,85,0.311126983722081,0,412,68,10,18,"vrouwelijk","rechts",NA,"10"
"167",9,"total",6,0,0,166,166,166,NA,NA,0.189337500021793,86,0.11,0,498,71,10,18,"vrouwelijk","rechts",NA,"10"
"168",9,"total",7,0,0,167,167,167,NA,NA,0.302901300019585,84,0.11,0.11,582,72,10,18,"vrouwelijk","rechts",NA,"10"
"169",9,"total",8,0,0,168,168,168,NA,NA,0.46839589998126,80,0.11,0.22,662,73,10,18,"vrouwelijk","rechts",NA,"10"
"170",9,"total",9,0,0,169,169,169,NA,NA,0.40896450006403,75,0.11,0.33,737,73,10,18,"vrouwelijk","rechts",NA,"10"
"171",9,"total",10,0,0,170,170,170,NA,NA,0.751585499965586,51,0.15556349186104,0.245967477524977,788,71,10,18,"vrouwelijk","rechts",NA,"10"
"172",9,"total",11,0,0,171,171,171,NA,NA,0.301978600095026,53,0.11,0.15556349186104,841,70,10,18,"vrouwelijk","rechts",NA,"10"
"173",9,"total",12,0,0,172,172,172,NA,NA,0.0658715000608936,55,0.11,0.11,896,68,10,18,"vrouwelijk","rechts",NA,"10"
"174",9,"total",13,0,0,173,173,173,NA,NA,0.958208499941975,72,0.453541618817943,0.44,968,69,10,18,"vrouwelijk","rechts",NA,"10"
"175",9,"total",14,0,0,174,174,174,NA,NA,0.24487679998856,71,0.11,0.55,1039,69,10,18,"vrouwelijk","rechts",NA,"10"
"176",9,"total",15,0,0,175,175,175,NA,NA,0.00107720005325973,70,0.11,0.66,1109,69,10,18,"vrouwelijk","rechts",NA,"10"
"177",9,"total",16,0,0,176,176,176,NA,NA,0.282509500044398,68,0.11,0.77,1177,69,10,18,"vrouwelijk","rechts",NA,"10"
"178",9,"total",17,0,0,177,177,177,NA,NA,1.36038729990833,58,0.11,0.777817459305202,1235,68,10,18,"vrouwelijk","rechts",NA,"10"
"179",9,"total",18,0,0,178,178,178,NA,NA,0.620525400037877,58,0,0.777817459305202,1293,68,10,18,"vrouwelijk","rechts",NA,"10"
"180",9,"total",19,0,0,179,179,179,NA,NA,1.99990619998425,57,0.88,0.11,1350,67,10,18,"vrouwelijk","rechts",NA,"10"
"181",1,"total",0,1,0,0,0,0,NA,NA,2.06307420000667,14,0.11,0.11,14,14,100,18,"vrouwelijk","rechts",NA,"100"
"182",1,"total",1,1,0,1,1,1,NA,NA,0.776835700002266,16,0.11,0.15556349186104,30,15,100,18,"vrouwelijk","rechts",NA,"100"
"183",1,"total",2,1,0,2,2,2,NA,NA,0.646847199997865,22,0.11,0.11,52,17,100,18,"vrouwelijk","rechts",NA,"100"
"184",1,"total",3,1,0,3,3,3,NA,NA,0.657987099999445,27,0.11,0.11,79,19,100,18,"vrouwelijk","rechts",NA,"100"
