"","block.number","block.type","trial.number","practice",".thisRepN",".thisTrialN",".thisN",".thisIndex","thisRow.t","notes","RT","clicked.reward","consecutive.distance","distance.to.top.10.","total","mean","Participant.Nummer","Leeftijd","Gender","schrijfhand","X","participant_number"
"7505",7,"total",4,0,0,124,124,124,NA,NA,0.335454699932598,70,0.11,0.22,344,68,30,25,"mannelijk","rechts",NA,"30"
"7506",7,"total",5,0,0,125,125,125,NA,NA,0.12673089990858,70,0.11,0.245967477524977,414,69,30,25,"mannelijk","rechts",NA,"30"
"7507",7,"total",6,0,0,126,126,126,NA,NA,0.0970469999592751,67,0.11,0.311126983722081,481,68,30,25,"mannelijk","rechts",NA,"30"
"7508",7,"total",7,0,0,127,127,127,NA,NA,0.155242600012571,70,0.245967477524977,0.11,551,68,30,25,"mannelijk","rechts",NA,"30"
"7509",7,"total",8,0,0,128,128,128,NA,NA,0.620342400041409,62,0.15556349186104,0.245967477524977,613,68,30,25,"mannelijk","rechts",NA,"30"
"7510",7,"total",9,0,0,129,129,129,NA,NA,0.240998000022955,68,0.11,0.15556349186104,681,68,30,25,"mannelijk","rechts",NA,"30"
"7511",7,"total",10,0,0,130,130,130,NA,NA,0.249521799967624,71,0.11,0.11,752,68,30,25,"mannelijk","rechts",NA,"30"
"7512",7,"total",11,0,0,131,131,131,NA,NA,0.555222700000741,68,0.11,0.22,820,68,30,25,"mannelijk","rechts",NA,"30"
"7513",7,"total",12,0,0,132,132,132,NA,NA,0.539629000006244,64,0.11,0.245967477524977,884,68,30,25,"mannelijk","rechts",NA,"30"
"7514",7,"total",13,0,0,133,133,133,NA,NA,1.05593539995607,69,0.560892146495206,0.245967477524977,953,68,30,25,"mannelijk","rechts",NA,"30"
"7515",7,"total",14,0,0,134,134,134,NA,NA,0.241893899976276,70,0.11,0.22,1023,68,30,25,"mannelijk","rechts",NA,"30"
"7516",7,"total",15,0,0,135,135,135,NA,NA,0.277519800001755,67,0.11,0.245967477524977,1090,68,30,25,"mannelijk","rechts",NA,"30"
"7517",7,"total",16,0,0,136,136,136,NA,NA,0.392057599965483,67,0.11,0.347850542618522,1157,68,30,25,"mannelijk","rechts",NA,"30"
"7518",7,"total",17,0,0,137,137,137,NA,NA,0.244080500095151,70,0.11,0.33,1227,68,30,25,"mannelijk","rechts",NA,"30"
"7519",7,"total",18,0,0,138,138,138,NA,NA,0.893308700062335,68,0.11,0.347850542618522,1295,68,30,25,"mannelijk","rechts",NA,"30"
"7520",7,"total",19,0,0,139,139,139,NA,NA,0.379947199951857,69,0.11,0.44,1364,68,30,25,"mannelijk","rechts",NA,"30"
"7521",8,"mean",0,0,0,140,140,140,NA,NA,1.59085190005135,46,0.11,0.11,46,46,30,25,"mannelijk","rechts",NA,"30"
"7522",8,"mean",1,0,0,141,141,141,NA,NA,1.10525679995771,58,0.22,0,104,52,30,25,"mannelijk","rechts",NA,"30"
"7523",8,"mean",2,0,0,142,142,142,NA,NA,0.690294800093397,63,0.11,0,167,55,30,25,"mannelijk","rechts",NA,"30"
"7524",8,"mean",3,0,0,143,143,143,NA,NA,0.562661599949934,69,0.11,0,236,59,30,25,"mannelijk","rechts",NA,"30"
"7525",8,"mean",4,0,0,144,144,144,NA,NA,0.323980099987239,61,0.22,0.22,297,59,30,25,"mannelijk","rechts",NA,"30"
"7526",8,"mean",5,0,0,145,145,145,NA,NA,0.562322699930519,67,0.245967477524977,0.11,364,60,30,25,"mannelijk","rechts",NA,"30"
"7527",8,"mean",6,0,0,146,146,146,NA,NA,0.333190999925137,53,0.22,0.245967477524977,417,59,30,25,"mannelijk","rechts",NA,"30"
"7528",8,"mean",7,0,0,147,147,147,NA,NA,0.876465899986215,63,0.245967477524977,0.22,480,60,30,25,"mannelijk","rechts",NA,"30"
"7529",8,"mean",8,0,0,148,148,148,NA,NA,0.445508999982849,57,0.11,0.33,537,59,30,25,"mannelijk","rechts",NA,"30"
"7530",8,"mean",9,0,0,149,149,149,NA,NA,1.44051049998961,63,0.466690475583121,0.33,600,60,30,25,"mannelijk","rechts",NA,"30"
"7531",8,"mean",10,0,0,150,150,150,NA,NA,0.641943600028753,52,0.11,0.33,652,59,30,25,"mannelijk","rechts",NA,"30"
"7532",8,"mean",11,0,0,151,151,151,NA,NA,0.269848700030707,68,0.15556349186104,0,720,60,30,25,"mannelijk","rechts",NA,"30"
"7533",8,"mean",12,0,0,152,152,152,NA,NA,0.428371299989522,73,0.11,0,793,61,30,25,"mannelijk","rechts",NA,"30"
"7534",8,"mean",13,0,0,153,153,153,NA,NA,0.267316599958576,74,0.11,0,867,61,30,25,"mannelijk","rechts",NA,"30"
"7535",8,"mean",14,0,0,154,154,154,NA,NA,0.309099500067532,68,0.11,0.11,935,62,30,25,"mannelijk","rechts",NA,"30"
"7536",8,"mean",15,0,0,155,155,155,NA,NA,0.263190999976359,53,0.11,0.22,988,61,30,25,"mannelijk","rechts",NA,"30"
"7537",8,"mean",16,0,0,156,156,156,NA,NA,0.303774400032125,33,0.11,0.33,1021,60,30,25,"mannelijk","rechts",NA,"30"
"7538",8,"mean",17,0,0,157,157,157,NA,NA,1.81343450001441,63,0.347850542618522,0.11,1084,60,30,25,"mannelijk","rechts",NA,"30"
"7539",8,"mean",18,0,0,158,158,158,NA,NA,0.431951700011268,61,0.11,0.11,1145,60,30,25,"mannelijk","rechts",NA,"30"
"7540",8,"mean",19,0,0,159,159,159,NA,NA,0.690264599979855,56,0.11,0.15556349186104,1201,60,30,25,"mannelijk","rechts",NA,"30"
"7541",9,"total",0,0,0,160,160,160,NA,NA,1.94508269999642,51,1.1,1.1,51,51,30,25,"mannelijk","rechts",NA,"30"
"7542",9,"total",1,0,0,161,161,161,NA,NA,1.22291200002655,62,1.1,0,113,56,30,25,"mannelijk","rechts",NA,"30"
"7543",9,"total",2,0,0,162,162,162,NA,NA,0.927945100003853,58,0.15556349186104,0.15556349186104,171,57,30,25,"mannelijk","rechts",NA,"30"
"7544",9,"total",3,0,0,163,163,163,NA,NA,0.672350600012578,62,0.11,0.11,233,58,30,25,"mannelijk","rechts",NA,"30"
"7545",9,"total",4,0,0,164,164,164,NA,NA,1.2346129999496,12,1.1054863183233,1.1,245,49,30,25,"mannelijk","rechts",NA,"30"
"7546",9,"total",5,0,0,165,165,165,NA,NA,2.89760789996944,60,1.14843371598016,0.33,305,50,30,25,"mannelijk","rechts",NA,"30"
"7547",9,"total",6,0,0,166,166,166,NA,NA,0.270651599974371,62,0.11,0.22,367,52,30,25,"mannelijk","rechts",NA,"30"
"7548",9,"total",7,0,0,167,167,167,NA,NA,0.248294100048952,55,0.15556349186104,0.347850542618522,422,52,30,25,"mannelijk","rechts",NA,"30"
"7549",9,"total",8,0,0,168,168,168,NA,NA,0.250659700017422,57,0.15556349186104,0.44,479,53,30,25,"mannelijk","rechts",NA,"30"
"7550",9,"total",9,0,0,169,169,169,NA,NA,0.236890400061384,54,0.11,0.44,533,53,30,25,"mannelijk","rechts",NA,"30"
"7551",9,"total",10,0,0,170,170,170,NA,NA,0.698412499972619,52,0.15556349186104,0.347850542618522,585,53,30,25,"mannelijk","rechts",NA,"30"
"7552",9,"total",11,0,0,171,171,171,NA,NA,0.186149499961175,49,0.11,0.453541618817943,634,52,30,25,"mannelijk","rechts",NA,"30"
"7553",9,"total",12,0,0,172,172,172,NA,NA,0.58279290003702,42,0.11,0.491934955049954,676,52,30,25,"mannelijk","rechts",NA,"30"
"7554",9,"total",13,0,0,173,173,173,NA,NA,0.187124199932441,45,0.11,0.396610640301039,721,51,30,25,"mannelijk","rechts",NA,"30"
"7555",9,"total",14,0,0,174,174,174,NA,NA,0.722052299999632,57,0.245967477524977,0.15556349186104,778,51,30,25,"mannelijk","rechts",NA,"30"
"7556",9,"total",15,0,0,175,175,175,NA,NA,0.275816300068982,59,0.22,0.11,837,52,30,25,"mannelijk","rechts",NA,"30"
"7557",9,"total",16,0,0,176,176,176,NA,NA,0.462545200018212,49,0.777817459305202,0.66,886,52,30,25,"mannelijk","rechts",NA,"30"
"7558",9,"total",17,0,0,177,177,177,NA,NA,0.225599900004454,51,0.11,0.55,937,52,30,25,"mannelijk","rechts",NA,"30"
"7559",9,"total",18,0,0,178,178,178,NA,NA,0.224955499987118,48,0.22,0.77,985,51,30,25,"mannelijk","rechts",NA,"30"
"7560",9,"total",19,0,0,179,179,179,NA,NA,0.371355999959633,49,0.11,0.77,1034,51,30,25,"mannelijk","rechts",NA,"30"
"7561",1,"total",0,1,0,0,0,0,NA,NA,8.64556099998299,89,1.08894444302728,1.08894444302728,89,89,31,18,"vrouwelijk","rechts",NA,"31"
"7562",1,"total",1,1,0,1,1,1,NA,NA,4.41344859998208,49,0.695701085237043,0.695701085237043,138,69,31,18,"vrouwelijk","rechts",NA,"31"
"7563",1,"total",2,1,0,2,2,2,NA,NA,2.36794530006591,19,0.641404708432983,0.83773504164503,157,52,31,18,"vrouwelijk","rechts",NA,"31"
"7564",1,"total",3,1,0,3,3,3,NA,NA,1.54204369999934,56,0.737902432574931,1.08337435819757,213,53,31,18,"vrouwelijk","rechts",NA,"31"
"7565",1,"total",4,1,0,4,4,4,NA,NA,1.80769809999038,74,0.453541618817943,0.88,287,57,31,18,"vrouwelijk","rechts",NA,"31"
"7566",1,"total",5,1,0,5,5,5,NA,NA,2.81205929990392,78,0.44,0.44,365,60,31,18,"vrouwelijk","rechts",NA,"31"
"7567",1,"total",6,1,0,6,6,6,NA,NA,1.19690209999681,69,0.22,0.66,434,62,31,18,"vrouwelijk","rechts",NA,"31"
"7568",1,"total",7,1,0,7,7,7,NA,NA,1.66984190000221,84,0.33,0.33,518,64,31,18,"vrouwelijk","rechts",NA,"31"
"7569",1,"total",8,1,0,8,8,8,NA,NA,2.40400189999491,22,0.641404708432983,0.859127464349732,540,60,31,18,"vrouwelijk","rechts",NA,"31"
"7570",1,"total",9,1,0,9,9,9,NA,NA,2.07780349999666,72,0.560892146495206,0.22,612,61,31,18,"vrouwelijk","rechts",NA,"31"
"7571",1,"total",10,1,0,10,10,10,NA,NA,0.73921530006919,70,0.22,0.44,682,62,31,18,"vrouwelijk","rechts",NA,"31"
"7572",1,"total",11,1,0,11,11,11,NA,NA,0.54200499993749,78,0.22,0.66,760,63,31,18,"vrouwelijk","rechts",NA,"31"
"7573",1,"total",12,1,0,12,12,12,NA,NA,0.78938970004674,89,0.77,0,849,65,31,18,"vrouwelijk","rechts",NA,"31"
"7574",1,"total",13,1,0,13,13,13,NA,NA,0.22396029997617,90,0.11,0,939,67,31,18,"vrouwelijk","rechts",NA,"31"
"7575",1,"total",14,1,0,14,14,14,NA,NA,0.49345720000565,85,0.22,0.11,1024,68,31,18,"vrouwelijk","rechts",NA,"31"
"7576",1,"total",15,1,0,15,15,15,NA,NA,0.743968300055712,81,0.11,0.15556349186104,1105,69,31,18,"vrouwelijk","rechts",NA,"31"
"7577",1,"total",16,1,0,16,16,16,NA,NA,0.385997500037774,83,0.11,0.11,1188,69,31,18,"vrouwelijk","rechts",NA,"31"
"7578",1,"total",17,1,0,17,17,17,NA,NA,0.414110100013204,82,0.11,0.11,1270,70,31,18,"vrouwelijk","rechts",NA,"31"
"7579",1,"total",18,1,0,18,18,18,NA,NA,0.703196399961598,79,0.11,0.15556349186104,1349,71,31,18,"vrouwelijk","rechts",NA,"31"
"7580",1,"total",19,1,0,19,19,19,NA,NA,0.551359400036745,73,0.11,0.15556349186104,1422,71,31,18,"vrouwelijk","rechts",NA,"31"
"7581",2,"total",0,0,0,20,20,20,NA,NA,2.57878470001742,70,1.14843371598016,1.14843371598016,70,70,31,18,"vrouwelijk","rechts",NA,"31"
"7582",2,"total",1,0,0,21,21,21,NA,NA,1.64761340001132,30,0.88,0.88,100,50,31,18,"vrouwelijk","rechts",NA,"31"
"7583",2,"total",2,0,0,22,22,22,NA,NA,1.16386500000954,32,1.13251931550857,0.560892146495206,132,44,31,18,"vrouwelijk","rechts",NA,"31"
"7584",2,"total",3,0,0,23,23,23,NA,NA,1.15795220003929,73,0.55,0,205,51,31,18,"vrouwelijk","rechts",NA,"31"
"7585",2,"total",4,0,0,24,24,24,NA,NA,2.04812409996521,57,0.245967477524977,0.245967477524977,262,52,31,18,"vrouwelijk","rechts",NA,"31"
"7586",2,"total",5,0,0,25,25,25,NA,NA,2.85073409997858,56,0.15556349186104,0.245967477524977,318,53,31,18,"vrouwelijk","rechts",NA,"31"
"7587",2,"total",6,0,0,26,26,26,NA,NA,0.905090099899098,46,0.15556349186104,0.396610640301039,364,52,31,18,"vrouwelijk","rechts",NA,"31"
"7588",2,"total",7,0,0,27,27,27,NA,NA,0.893941699992865,67,0.453541618817943,0.15556349186104,431,53,31,18,"vrouwelijk","rechts",NA,"31"
"7589",2,"total",8,0,0,28,28,28,NA,NA,1.57409080001526,68,0.15556349186104,0.22,499,55,31,18,"vrouwelijk","rechts",NA,"31"
"7590",2,"total",9,0,0,29,29,29,NA,NA,1.06357899995055,52,0.22,0.245967477524977,551,55,31,18,"vrouwelijk","rechts",NA,"31"
"7591",2,"total",10,0,0,30,30,30,NA,NA,1.62758209998719,55,0.311126983722081,0.311126983722081,606,55,31,18,"vrouwelijk","rechts",NA,"31"
"7592",2,"total",11,0,0,31,31,31,NA,NA,0.954335400019772,63,0.347850542618522,0.11,669,55,31,18,"vrouwelijk","rechts",NA,"31"
"7593",2,"total",12,0,0,32,32,32,NA,NA,1.42449730006047,76,0.22,0,745,57,31,18,"vrouwelijk","rechts",NA,"31"
"7594",2,"total",13,0,0,33,33,33,NA,NA,0.472888100077398,73,0.11,0.11,818,58,31,18,"vrouwelijk","rechts",NA,"31"
"7595",2,"total",14,0,0,34,34,34,NA,NA,0.737340399995446,60,0.22,0.245967477524977,878,58,31,18,"vrouwelijk","rechts",NA,"31"
"7596",2,"total",15,0,0,35,35,35,NA,NA,0.439365700003691,63,0.15556349186104,0.245967477524977,941,58,31,18,"vrouwelijk","rechts",NA,"31"
"7597",2,"total",16,0,0,36,36,36,NA,NA,0.639554499997757,48,0.15556349186104,0.396610640301039,989,58,31,18,"vrouwelijk","rechts",NA,"31"
"7598",2,"total",17,0,0,37,37,37,NA,NA,1.422805899987,55,0.11,0.311126983722081,1044,58,31,18,"vrouwelijk","rechts",NA,"31"
"7599",2,"total",18,0,0,38,38,38,NA,NA,0.501177300000563,67,0.33,0.11,1111,58,31,18,"vrouwelijk","rechts",NA,"31"
"7600",2,"total",19,0,0,39,39,39,NA,NA,2.4928522000555,77,0.22,0,1188,59,31,18,"vrouwelijk","rechts",NA,"31"
"7601",3,"mean",0,0,0,40,40,40,NA,NA,2.87369110004511,70,0.996092365195116,0.996092365195116,70,70,31,18,"vrouwelijk","rechts",NA,"31"
"7602",3,"mean",1,0,0,41,41,41,NA,NA,0.710191500023939,63,0.11,0.11,133,66,31,18,"vrouwelijk","rechts",NA,"31"
"7603",3,"mean",2,0,0,42,42,42,NA,NA,0.950121699948795,61,0.15556349186104,0.11,194,64,31,18,"vrouwelijk","rechts",NA,"31"
"7604",3,"mean",3,0,0,43,43,43,NA,NA,0.458207400050014,56,0.11,0.15556349186104,250,62,31,18,"vrouwelijk","rechts",NA,"31"
"7605",3,"mean",4,0,0,44,44,44,NA,NA,0.603764400002547,75,0.245967477524977,0,325,65,31,18,"vrouwelijk","rechts",NA,"31"
"7606",3,"mean",5,0,0,45,45,45,NA,NA,0.529159400030039,76,0.11,0,401,66,31,18,"vrouwelijk","rechts",NA,"31"
"7607",3,"mean",6,0,0,46,46,46,NA,NA,0.435309699969366,74,0.11,0.11,475,67,31,18,"vrouwelijk","rechts",NA,"31"
"7608",3,"mean",7,0,0,47,47,47,NA,NA,0.60826599993743,71,0.11,0.22,546,68,31,18,"vrouwelijk","rechts",NA,"31"
"7609",3,"mean",8,0,0,48,48,48,NA,NA,0.888346899999306,69,0.11,0.33,615,68,31,18,"vrouwelijk","rechts",NA,"31"
"7610",3,"mean",9,0,0,49,49,49,NA,NA,0.943135699955746,63,0.15556349186104,0.245967477524977,678,67,31,18,"vrouwelijk","rechts",NA,"31"
"7611",3,"mean",10,0,0,50,50,50,NA,NA,0.39727319998201,64,0.11,0.15556349186104,742,67,31,18,"vrouwelijk","rechts",NA,"31"
"7612",3,"mean",11,0,0,51,51,51,NA,NA,0.784462200012058,65,0.11,0.11,807,67,31,18,"vrouwelijk","rechts",NA,"31"
"7613",3,"mean",12,0,0,52,52,52,NA,NA,3.48896210000385,65,0.11,0.11,872,67,31,18,"vrouwelijk","rechts",NA,"31"
"7614",3,"mean",13,0,0,53,53,53,NA,NA,1.86334909999277,51,0.33,0.347850542618522,923,65,31,18,"vrouwelijk","rechts",NA,"31"
"7615",3,"mean",14,0,0,54,54,54,NA,NA,1.56712759996299,54,0.11,0.33,977,65,31,18,"vrouwelijk","rechts",NA,"31"
"7616",3,"mean",15,0,0,55,55,55,NA,NA,0.773213000036776,58,0.491934955049954,0.22,1035,64,31,18,"vrouwelijk","rechts",NA,"31"
"7617",3,"mean",16,0,0,56,56,56,NA,NA,1.40114109998103,64,0.453541618817943,0.453541618817943,1099,64,31,18,"vrouwelijk","rechts",NA,"31"
"7618",3,"mean",17,0,0,57,57,57,NA,NA,1.41387639997993,49,0.88684835231284,0.396610640301039,1148,63,31,18,"vrouwelijk","rechts",NA,"31"
"7619",3,"mean",18,0,0,58,58,58,NA,NA,1.05769349995535,62,0.777817459305202,0.347850542618522,1210,63,31,18,"vrouwelijk","rechts",NA,"31"
"7620",3,"mean",19,0,0,59,59,59,NA,NA,0.823146999930032,68,0.15556349186104,0.33,1278,63,31,18,"vrouwelijk","rechts",NA,"31"
"7621",4,"total",0,0,0,60,60,60,NA,NA,2.21571649995167,58,0.33,0.33,58,58,31,18,"vrouwelijk","rechts",NA,"31"
"7622",4,"total",1,0,0,61,61,61,NA,NA,1.17777179996483,71,0.347850542618522,0.11,129,64,31,18,"vrouwelijk","rechts",NA,"31"
"7623",4,"total",2,0,0,62,62,62,NA,NA,0.673261400079355,67,0.11,0.22,196,65,31,18,"vrouwelijk","rechts",NA,"31"
"7624",4,"total",3,0,0,63,63,63,NA,NA,0.839676100062206,78,0.33,0,274,68,31,18,"vrouwelijk","rechts",NA,"31"
"7625",4,"total",4,0,0,64,64,64,NA,NA,0.893493299954571,76,0.11,0.11,350,70,31,18,"vrouwelijk","rechts",NA,"31"
"7626",4,"total",5,0,0,65,65,65,NA,NA,0.488977000000887,70,0.11,0.22,420,70,31,18,"vrouwelijk","rechts",NA,"31"
"7627",4,"total",6,0,0,66,66,66,NA,NA,0.633168200030923,62,0.11,0.33,482,68,31,18,"vrouwelijk","rechts",NA,"31"
"7628",4,"total",7,0,0,67,67,67,NA,NA,1.74100119993091,55,0.11,0.44,537,67,31,18,"vrouwelijk","rechts",NA,"31"
"7629",4,"total",8,0,0,68,68,68,NA,NA,0.743926299968734,76,0.55,0.11,613,68,31,18,"vrouwelijk","rechts",NA,"31"
"7630",4,"total",9,0,0,69,69,69,NA,NA,0.466675999923609,74,0.11,0.15556349186104,687,68,31,18,"vrouwelijk","rechts",NA,"31"
"7631",4,"total",10,0,0,70,70,70,NA,NA,0.448469700058922,70,0.11,0.245967477524977,757,68,31,18,"vrouwelijk","rechts",NA,"31"
"7632",4,"total",11,0,0,71,71,71,NA,NA,0.842217999976128,65,0.11,0.347850542618522,822,68,31,18,"vrouwelijk","rechts",NA,"31"
"7633",4,"total",12,0,0,72,72,72,NA,NA,0.813360800035298,68,0.245967477524977,0.22,890,68,31,18,"vrouwelijk","rechts",NA,"31"
"7634",4,"total",13,0,0,73,73,73,NA,NA,0.544680400053039,73,0.11,0.11,963,68,31,18,"vrouwelijk","rechts",NA,"31"
"7635",4,"total",14,0,0,74,74,74,NA,NA,0.930632199975662,66,0.11,0.15556349186104,1029,68,31,18,"vrouwelijk","rechts",NA,"31"
"7636",4,"total",15,0,0,75,75,75,NA,NA,1.62188200000674,61,0.466690475583121,0.453541618817943,1090,68,31,18,"vrouwelijk","rechts",NA,"31"
"7637",4,"total",16,0,0,76,76,76,NA,NA,1.15516029996797,62,0.396610640301039,0.245967477524977,1152,67,31,18,"vrouwelijk","rechts",NA,"31"
"7638",4,"total",17,0,0,77,77,77,NA,NA,1.05844799999613,65,0.15556349186104,0.33,1217,67,31,18,"vrouwelijk","rechts",NA,"31"
"7639",4,"total",18,0,0,78,78,78,NA,NA,1.81797940004617,62,0.15556349186104,0.44,1279,67,31,18,"vrouwelijk","rechts",NA,"31"
"7640",4,"total",19,0,0,79,79,79,NA,NA,0.999546300037764,41,0.73790243257493,0.560892146495206,1320,66,31,18,"vrouwelijk","rechts",NA,"31"
"7641",5,"mean",0,0,0,80,80,80,NA,NA,2.81871400005184,57,0.245967477524977,0.245967477524977,57,57,31,18,"vrouwelijk","rechts",NA,"31"
"7642",5,"mean",1,0,0,81,81,81,NA,NA,0.91808980004862,35,0.245967477524977,0.491934955049954,92,46,31,18,"vrouwelijk","rechts",NA,"31"
"7643",5,"mean",2,0,0,82,82,82,NA,NA,3.61360379995312,59,0.44,0.22,151,50,31,18,"vrouwelijk","rechts",NA,"31"
"7644",5,"mean",3,0,0,83,83,83,NA,NA,2.21329910005443,68,0.396610640301039,0,219,54,31,18,"vrouwelijk","rechts",NA,"31"
"7645",5,"mean",4,0,0,84,84,84,NA,NA,0.670957199996337,66,0.11,0.11,285,57,31,18,"vrouwelijk","rechts",NA,"31"
"7646",5,"mean",5,0,0,85,85,85,NA,NA,0.83040799992159,55,0.453541618817943,0.347850542618522,340,56,31,18,"vrouwelijk","rechts",NA,"31"
"7647",5,"mean",6,0,0,86,86,86,NA,NA,1.00455319997855,66,0.33,0.11,406,58,31,18,"vrouwelijk","rechts",NA,"31"
"7648",5,"mean",7,0,0,87,87,87,NA,NA,1.00594579998869,64,0.11,0.15556349186104,470,58,31,18,"vrouwelijk","rechts",NA,"31"
"7649",5,"mean",8,0,0,88,88,88,NA,NA,0.521459300071001,54,0.11,0.245967477524977,524,58,31,18,"vrouwelijk","rechts",NA,"31"
"7650",5,"mean",9,0,0,89,89,89,NA,NA,1.11226299998816,64,0.245967477524977,0.22,588,58,31,18,"vrouwelijk","rechts",NA,"31"
"7651",5,"mean",10,0,0,90,90,90,NA,NA,0.50362309999764,58,0.11,0.33,646,58,31,18,"vrouwelijk","rechts",NA,"31"
"7652",5,"mean",11,0,0,91,91,91,NA,NA,1.65990990004502,47,0.777817459305202,0.560892146495206,693,57,31,18,"vrouwelijk","rechts",NA,"31"
"7653",5,"mean",12,0,0,92,92,92,NA,NA,1.79083650000393,14,1.18473625756959,0.88684835231284,707,54,31,18,"vrouwelijk","rechts",NA,"31"
"7654",5,"mean",13,0,0,93,93,93,NA,NA,0.0659521999768913,14,0,0.88684835231284,721,51,31,18,"vrouwelijk","rechts",NA,"31"
"7655",5,"mean",14,0,0,94,94,94,NA,NA,0.64107479993254,14,0.88684835231284,0.560892146495206,735,49,31,18,"vrouwelijk","rechts",NA,"31"
"7656",5,"mean",15,0,0,95,95,95,NA,NA,1.93768269999418,50,0.347850542618522,0.311126983722081,785,49,31,18,"vrouwelijk","rechts",NA,"31"
"7657",5,"mean",16,0,0,96,96,96,NA,NA,1.06713360000867,34,0.33,0.592368128784796,819,48,31,18,"vrouwelijk","rechts",NA,"31"
"7658",5,"mean",17,0,0,97,97,97,NA,NA,0.955591800040565,60,0.347850542618522,0.245967477524977,879,48,31,18,"vrouwelijk","rechts",NA,"31"
"7659",5,"mean",18,0,0,98,98,98,NA,NA,0.450807899935171,68,0.15556349186104,0,947,49,31,18,"vrouwelijk","rechts",NA,"31"
"7660",5,"mean",19,0,0,99,99,99,NA,NA,0.592644699965604,60,0.33,0.11,1007,50,31,18,"vrouwelijk","rechts",NA,"31"
"7661",6,"total",0,0,0,100,100,100,NA,NA,2.7777228000341,63,0.88684835231284,0.88684835231284,63,63,31,18,"vrouwelijk","rechts",NA,"31"
"7662",6,"total",1,0,0,101,101,101,NA,NA,0.879277299973182,68,0.11,0,131,65,31,18,"vrouwelijk","rechts",NA,"31"
"7663",6,"total",2,0,0,102,102,102,NA,NA,0.606874999939464,75,0.11,0,206,68,31,18,"vrouwelijk","rechts",NA,"31"
"7664",6,"total",3,0,0,103,103,103,NA,NA,0.51468909997493,77,0.11,0,283,70,31,18,"vrouwelijk","rechts",NA,"31"
"7665",6,"total",4,0,0,104,104,104,NA,NA,0.757467900053598,78,0.11,0,361,72,31,18,"vrouwelijk","rechts",NA,"31"
"7666",6,"total",5,0,0,105,105,105,NA,NA,0.706804399960674,70,0.33,0.33,431,71,31,18,"vrouwelijk","rechts",NA,"31"
"7667",6,"total",6,0,0,106,106,106,NA,NA,0.479883600026369,66,0.11,0.44,497,71,31,18,"vrouwelijk","rechts",NA,"31"
"7668",6,"total",7,0,0,107,107,107,NA,NA,0.541318699950352,76,0.15556349186104,0.347850542618522,573,71,31,18,"vrouwelijk","rechts",NA,"31"
"7669",6,"total",8,0,0,108,108,108,NA,NA,0.334530099993572,79,0.11,0,652,72,31,18,"vrouwelijk","rechts",NA,"31"
"7670",6,"total",9,0,0,109,109,109,NA,NA,0.47722719993908,80,0.11,0,732,73,31,18,"vrouwelijk","rechts",NA,"31"
"7671",6,"total",10,0,0,110,110,110,NA,NA,0.589065499952994,79,0.11,0.11,811,73,31,18,"vrouwelijk","rechts",NA,"31"
"7672",6,"total",11,0,0,111,111,111,NA,NA,0.524433000013232,76,0.11,0.15556349186104,887,73,31,18,"vrouwelijk","rechts",NA,"31"
"7673",6,"total",12,0,0,112,112,112,NA,NA,0.44056619994808,78,0.11,0.11,965,74,31,18,"vrouwelijk","rechts",NA,"31"
"7674",6,"total",13,0,0,113,113,113,NA,NA,0.580678900005296,79,0.11,0.11,1044,74,31,18,"vrouwelijk","rechts",NA,"31"
"7675",6,"total",14,0,0,114,114,114,NA,NA,0.45723039994482,79,0.11,0.15556349186104,1123,74,31,18,"vrouwelijk","rechts",NA,"31"
"7676",6,"total",15,0,0,115,115,115,NA,NA,0.430307000060566,75,0.11,0.245967477524977,1198,74,31,18,"vrouwelijk","rechts",NA,"31"
"7677",6,"total",16,0,0,116,116,116,NA,NA,0.481295299949124,74,0.11,0.22,1272,74,31,18,"vrouwelijk","rechts",NA,"31"
"7678",6,"total",17,0,0,117,117,117,NA,NA,0.612639300059527,71,0.11,0.22,1343,74,31,18,"vrouwelijk","rechts",NA,"31"
"7679",6,"total",18,0,0,118,118,118,NA,NA,0.361338900052942,67,0.11,0.245967477524977,1410,74,31,18,"vrouwelijk","rechts",NA,"31"
"7680",6,"total",19,0,0,119,119,119,NA,NA,1.22271879995242,72,0.453541618817943,0.22,1482,74,31,18,"vrouwelijk","rechts",NA,"31"
"7681",7,"mean",0,0,0,120,120,120,NA,NA,1.88166590000037,78,0.66,0.66,78,78,31,18,"vrouwelijk","rechts",NA,"31"
"7682",7,"mean",1,0,0,121,121,121,NA,NA,0.707712900009938,70,0.11,0.11,148,74,31,18,"vrouwelijk","rechts",NA,"31"
"7683",7,"mean",2,0,0,122,122,122,NA,NA,0.654894000035711,64,0.11,0.15556349186104,212,70,31,18,"vrouwelijk","rechts",NA,"31"
"7684",7,"mean",3,0,0,123,123,123,NA,NA,0.657131000072695,72,0.22,0.15556349186104,284,71,31,18,"vrouwelijk","rechts",NA,"31"
"7685",7,"mean",4,0,0,124,124,124,NA,NA,0.402932400000282,80,0.11,0,364,72,31,18,"vrouwelijk","rechts",NA,"31"
"7686",7,"mean",5,0,0,125,125,125,NA,NA,0.763826500042342,78,0.11,0.11,442,73,31,18,"vrouwelijk","rechts",NA,"31"
"7687",7,"mean",6,0,0,126,126,126,NA,NA,0.384842400089838,85,0.11,0,527,75,31,18,"vrouwelijk","rechts",NA,"31"
